         141990130 function calls in 4506.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:6433(_mset_gen_iter)
        1    0.000    0.000    0.000    0.000 __init__.py:6467(ESetItem)
        1    0.000    0.000    0.000    0.000 __init__.py:6482(ESetIter)
        1    0.000    0.000    0.000    0.000 __init__.py:6533(TermListItem)
 15732127   41.691    0.000   49.564    0.000 __init__.py:6549(__init__)
 11576005    4.807    0.000    4.807    0.000 __init__.py:6569(_get_wdf)
        1    0.000    0.000    0.000    0.000 __init__.py:6651(TermIter)
  1385374    3.348    0.000    3.348    0.000 __init__.py:6665(__init__)
  1385374    0.316    0.000    0.316    0.000 __init__.py:6684(__iter__)
 17117501   70.763    0.000  140.887    0.000 __init__.py:6688(next)
        1    0.000    0.000    0.000    0.000 __init__.py:674(InternalError)
  1385374   11.413    0.000 2529.008    0.002 __init__.py:6883(_document_gen_termlist_iter)
        1    0.000    0.000    0.000    0.000 __init__.py:6944(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:6965(wrapper)
        6    0.000    0.000    0.000    0.000 __init__.py:6990(_query_init)
        1    0.009    0.009    0.009    0.009 __init__.py:7016(_enquire_set_query)
        1    0.000    0.000    0.000    0.000 __init__.py:7039(_queryparser_add_valuerangeprocessor)
        1    0.000    0.000    0.000    0.000 __init__.py:705(NetworkError)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:7157(PostingItem)
        1    0.000    0.000    0.000    0.000 __init__.py:7217(PostingIter)
        1    0.000    0.000    0.000    0.000 __init__.py:7306(PositionIter)
        1    0.000    0.000    0.000    0.000 __init__.py:7351(ValueItem)
        1    0.000    0.000    0.000    0.000 __init__.py:736(NetworkTimeoutError)
        1    0.000    0.000    0.000    0.000 __init__.py:7367(ValueIter)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BufferTooShort)
        1    0.000    0.000    0.000    0.000 __init__.py:7413(ValueStreamItem)
        1    0.000    0.000    0.000    0.000 __init__.py:7429(ValueStreamIter)
        1    0.000    0.000    0.000    0.000 __init__.py:7490(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:768(QueryParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:77(TimeoutError)
        1    0.000    0.000    0.000    0.000 __init__.py:799(SerialisationError)
        1    0.000    0.000    0.000    0.000 __init__.py:80(AuthenticationError)
        1    0.000    0.000    0.000    0.000 __init__.py:830(RangeError)
        1    0.000    0.000    0.000    0.000 __init__.py:877(PositionIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:923(PostingIterator)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.002    0.002    0.026    0.026 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:25(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:356(Counter)
        1    0.000    0.000    0.000    0.000 consts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(PackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 filelock.py:13(FileLock)
        1    0.000    0.000    0.000    0.000 filelock.py:4(<module>)
        1    0.000    0.000    0.000    0.000 filelock.py:9(FileLockException)
        1    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.024    0.024    0.024    0.024 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        2    0.000    0.000    0.000    0.000 posixpath.py:118(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:312(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:341(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:51(isabs)
        6    0.000    0.000    0.000    0.000 posixpath.py:60(join)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 process.py:35(<module>)
        1    0.000    0.000    0.000    0.000 process.py:86(Process)
        1    0.000    0.000    0.000    0.000 query_base.py:127(QNode)
        1    0.000    0.000    0.022    0.022 query_base.py:138(to_query)
        2    0.000    0.000    0.000    0.000 query_base.py:146(_combine)
        2    0.000    0.000    0.000    0.000 query_base.py:165(__and__)
        1    0.000    0.000    0.000    0.000 query_base.py:172(QCombination)
        1    0.000    0.000    0.000    0.000 query_base.py:178(__init__)
        1    0.000    0.000    0.022    0.022 query_base.py:189(accept)
        1    0.000    0.000    0.000    0.000 query_base.py:204(Q)
        1    0.000    0.000    0.000    0.000 query_base.py:21(QNodeVisitor)
        2    0.000    0.000    0.000    0.000 query_base.py:210(__init__)
        1    0.000    0.000    0.021    0.021 query_base.py:213(accept)
        4    0.000    0.000    0.000    0.000 query_base.py:216(empty)
        1    0.000    0.000    0.000    0.000 query_base.py:224(notQ)
        1    0.000    0.000    0.000    0.000 query_base.py:229(__init__)
        1    0.000    0.000    0.000    0.000 query_base.py:232(accept)
        1    0.000    0.000    0.000    0.000 query_base.py:236(InvalidQueryError)
        1    0.000    0.000    0.000    0.000 query_base.py:241(OperationError)
        1    0.000    0.000    0.017    0.017 query_base.py:246(build_query_tree)
        1    0.016    0.016    0.017    0.017 query_base.py:261(grammar_tree)
        1    0.000    0.000    0.038    0.038 query_base.py:301(parse_query)
        1    0.064    0.064    0.119    0.119 query_base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 query_base.py:45(QueryCompilerVisitor)
        1    0.000    0.000    0.000    0.000 query_base.py:50(__init__)
        1    0.000    0.000    0.000    0.000 query_base.py:54(visit_combination)
        1    0.000    0.000    0.000    0.000 query_base.py:65(visit_not_query)
        2    0.000    0.000    0.021    0.011 query_base.py:71(visit_query)
        2    0.000    0.000    0.000    0.000 re.py:188(compile)
        2    0.000    0.000    0.000    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.002    0.002    0.002    0.002 socket.py:45(<module>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:32(_compile)
        2    0.000    0.000    0.000    0.000 sre_compile.py:361(_compile_info)
        4    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
        2    0.000    0.000    0.000    0.000 sre_compile.py:480(_code)
        2    0.000    0.000    0.000    0.000 sre_compile.py:495(compile)
       22    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
        2    0.000    0.000    0.000    0.000 sre_parse.py:140(getwidth)
        2    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
       28    0.000    0.000    0.000    0.000 sre_parse.py:182(__next)
        2    0.000    0.000    0.000    0.000 sre_parse.py:195(match)
       26    0.000    0.000    0.000    0.000 sre_parse.py:201(get)
        2    0.000    0.000    0.000    0.000 sre_parse.py:301(_parse_sub)
        2    0.000    0.000    0.000    0.000 sre_parse.py:379(_parse)
        2    0.000    0.000    0.000    0.000 sre_parse.py:663(parse)
        2    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    3.070    3.070 4506.160 4506.160 test_stub_file_open_tcp.py:3(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:180(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:183(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:225(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:276(notify)
        1    0.000    0.000    0.000    0.000 threading.py:294(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:303(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:351(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:363(Event)
        1    0.000    0.000    0.000    0.000 threading.py:366(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:370(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:384(set)
        1    0.000    0.000    0.000    0.000 threading.py:423(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:435(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:530(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:55(_Verbose)
        4    0.000    0.000    0.000    0.000 threading.py:57(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:62(_note)
        1    0.000    0.000    0.000    0.000 threading.py:736(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:765(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:767(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:774(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:805(_DummyThread)
        1    0.000    0.000    0.000    0.000 util.py:170(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:306(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:313(ForkAwareLocal)
        1    0.008    0.008    0.009    0.009 util.py:35(<module>)
        1    0.078    0.078    0.141    0.141 utils.py:4(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:59(load_one_words)
        1    0.000    0.000    0.000    0.000 utils.py:68(timeit)
        1    0.000    0.000    0.000    0.000 utils.py:78(SimpleMapReduce)
        1    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        3    0.000    0.000    0.000    0.000 xapian_backend.py:118(fields_not_empty)
        1    0.000    0.000   60.285   60.285 xapian_backend.py:119(_)
        1    0.000    0.000    0.000    0.000 xapian_backend.py:127(XapianSearch)
        1    0.000    0.000    0.038    0.038 xapian_backend.py:128(__init__)
        1    0.000    0.000    0.000    0.000 xapian_backend.py:18(Schema)
        1    0.000    0.000   60.285   60.285 xapian_backend.py:196(search)
  1385375    9.398    0.000 4442.393    0.003 xapian_backend.py:221(result_generator)
  1385374   14.176    0.000 2752.885    0.002 xapian_backend.py:227(_extract_item)
  1385374   42.170    0.000  197.194    0.000 xapian_backend.py:233(<dictcomp>)
        1    0.000    0.000   59.164   59.164 xapian_backend.py:262(_get_enquire_mset)
  1385374    1.716    0.000    3.938    0.000 xapian_backend.py:281(_get_document_data)
        1    0.000    0.000    0.038    0.038 xapian_backend.py:350(_stub_database)
        1    0.000    0.000    0.038    0.038 xapian_backend.py:366(create)
        1    0.000    0.000    0.000    0.000 xapian_backend.py:380(InvalidIndexError)
        1    0.051    0.051    0.374    0.374 xapian_backend.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {_sre.compile}
       12    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 {_xapian.AssertionError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.BM25Weight_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.BoolWeight_swiginit}
        1    0.000    0.000    0.000    0.000 {_xapian.BoolWeight_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Compactor_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseCorruptError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseCreateError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseLockError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseModifiedError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseOpeningError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DatabaseVersionError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Database_get_doccount}
        1    0.000    0.000    0.000    0.000 {_xapian.Database_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DateValueRangeProcessor_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DecreasingValueWeightPostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.DocNotFoundError_swigregister}
  1385374    2.221    0.000    2.221    0.000 {_xapian.Document_get_data}
        1    0.000    0.000    0.000    0.000 {_xapian.Document_swigregister}
  1385374 2512.131    0.002 2512.131    0.002 {_xapian.Document_termlist_begin}
  1385374    2.116    0.000    2.116    0.000 {_xapian.Document_termlist_end}
        1    0.000    0.000    0.000    0.000 {_xapian.ESetIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ESet_swigregister}
        1   59.163   59.163   59.163   59.163 {_xapian.Enquire_get_mset}
        1    0.000    0.000    0.000    0.000 {_xapian.Enquire_set_collapse_key}
        1    0.000    0.000    0.000    0.000 {_xapian.Enquire_set_docid_order}
        1    0.000    0.000    0.000    0.000 {_xapian.Enquire_set_weighting_scheme}
        1    0.000    0.000    0.000    0.000 {_xapian.Enquire_swiginit}
        1    0.000    0.000    0.000    0.000 {_xapian.Enquire_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Error_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ExpandDecider_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.FeatureUnavailableError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.FixedWeightPostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.InternalError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.InvalidArgumentError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.InvalidOperationError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.KeyMaker_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.LogicError_swigregister}
  1385374    0.589    0.000    0.589    0.000 {_xapian.MSetIterator_get_collapse_count}
  1385374    1.430    0.000    1.430    0.000 {_xapian.MSetIterator_get_collapse_key}
  1385374    0.885    0.000    0.885    0.000 {_xapian.MSetIterator_get_docid}
  1385374 1648.242    0.001 1648.242    0.001 {_xapian.MSetIterator_get_document}
  1385374    0.947    0.000    0.947    0.000 {_xapian.MSetIterator_get_percent}
  1385374    0.584    0.000    0.584    0.000 {_xapian.MSetIterator_get_rank}
  1385374    0.727    0.000    0.727    0.000 {_xapian.MSetIterator_get_weight}
  1385374    0.519    0.000    0.519    0.000 {_xapian.MSetIterator_next}
        1    0.000    0.000    0.000    0.000 {_xapian.MSetIterator_swigregister}
  1385374    5.185    0.000    5.185    0.000 {_xapian.MSet__get_hit_internal}
        1    0.000    0.000    0.000    0.000 {_xapian.MSet_begin}
        1    0.000    0.000    0.000    0.000 {_xapian.MSet_end}
        1    1.075    1.075    1.075    1.075 {_xapian.MSet_fetch}
  1385374    0.978    0.000    0.978    0.000 {_xapian.MSet_get_firstitem}
        1    0.000    0.000    0.000    0.000 {_xapian.MSet_size}
        1    0.000    0.000    0.000    0.000 {_xapian.MSet_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.MatchDecider_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.MatchSpy_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.MultiValueKeyMaker_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.MultiValueSorter_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.NetworkError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.NetworkTimeoutError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.NumberValueRangeProcessor_swiginit}
        1    0.000    0.000    0.000    0.000 {_xapian.NumberValueRangeProcessor_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.PositionIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.PostingIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.PostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.QueryParserError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.QueryParser_parse_query}
        2    0.000    0.000    0.000    0.000 {_xapian.QueryParser_set_database}
        2    0.000    0.000    0.000    0.000 {_xapian.QueryParser_swiginit}
        1    0.000    0.000    0.000    0.000 {_xapian.QueryParser_swigregister}
        6    0.000    0.000    0.000    0.000 {_xapian.Query_swiginit}
        1    0.000    0.000    0.000    0.000 {_xapian.Query_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.RSet_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.RangeError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Registry_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.RuntimeError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.SerialisationError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.SimpleStopper_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Sorter_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.StemImplementation_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Stem_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Stopper_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.StringValueRangeProcessor_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.SwigPyIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.TermGenerator_swigregister}
 15732127   11.446    0.000   11.446    0.000 {_xapian.TermIterator_get_term}
 15732127    7.874    0.000    7.874    0.000 {_xapian.TermIterator_get_wdf}
 15732127    9.114    0.000    9.114    0.000 {_xapian.TermIterator_next}
        1    0.000    0.000    0.000    0.000 {_xapian.TermIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.TradWeight_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.UnimplementedError_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueCountMatchSpy_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueMapPostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValuePostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueRangeProcessor_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueSetMatchDecider_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.ValueWeightPostingSource_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.Weight_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.WritableDatabase_swigregister}
        1    0.000    0.000    0.000    0.000 {_xapian.new_BoolWeight}
        1    0.000    0.000    0.000    0.000 {_xapian.new_Enquire}
        1    0.000    0.000    0.000    0.000 {_xapian.new_NumberValueRangeProcessor}
        2    0.021    0.011    0.021    0.011 {_xapian.new_QueryParser}
        6    0.000    0.000    0.000    0.000 {_xapian.new_Query}
        1    0.038    0.038    0.038    0.038 {_xapian.remote_open}
        2    0.000    0.000    0.000    0.000 {dir}
       66    0.000    0.000    0.000    0.000 {getattr}
       10    0.000    0.000    0.000    0.000 {hasattr}
        1    0.000    0.000    0.000    0.000 {imp.find_module}
        1    0.045    0.045    0.045    0.045 {imp.load_module}
       34    0.000    0.000    0.000    0.000 {isinstance}
        1    0.000    0.000    0.000    0.000 {issubclass}
       83    0.000    0.000    0.000    0.000 {len}
        1    0.000    0.000    0.038    0.038 {map}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      212    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      294    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
  1385381    0.690    0.000    0.690    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
 15732374    9.331    0.000    9.331    0.000 {method 'startswith' of 'str' objects}
       51    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
